date,state,district,pincode,demo_age_5_17,demo_age_17_
01-06-2025,Jammu and Kashmir,Anantnag,192101,86,637
01-06-2025,Madhya Pradesh,Neemuch,458116,81,550
01-06-2025,Karnataka,Mandya,571432,73,420
01-06-2025,Punjab,Fazilka,152123,84,1070
01-06-2025,Madhya Pradesh,Bhopal,462044,36,276
01-06-2025,Gujarat,Ahmedabad,380021,93,788
01-06-2025,Rajasthan,Bikaner,334001,246,2525
01-06-2025,Maharashtra,Nandurbar,425413,61,339
01-06-2025,Gujarat,Surat,395006,376,3962
01-06-2025,Chhattisgarh,Rajnandgaon,491661,257,3622
01-06-2025,Madhya Pradesh,Satna,485221,106,529
01-06-2025,Himachal Pradesh,Bilaspur,174021,19,124
01-06-2025,Karnataka,Ballari,583121,92,258
01-06-2025,Andhra Pradesh,Guntur,522201,192,999
01-06-2025,West Bengal,Birbhum,731234,88,1096
01-06-2025,Haryana,Bhiwani,127021,128,1128
01-06-2025,Gujarat,Rajkot,360001,94,1256
01-06-2025,Maharashtra,Mumbai Suburban,400070,157,891
01-06-2025,Haryana,Mahendragarh,123021,54,651
01-06-2025,Andhra Pradesh,Kurnool,518225,74,339
01-06-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533212,48,270
01-06-2025,Jammu and Kashmir,Punch,185121,136,508
01-06-2025,Maharashtra,Mumbai Suburban,400101,136,1301
01-06-2025,Maharashtra,Mumbai City,400037,135,1012
01-06-2025,Delhi,South West Delhi,110043,377,2665
01-06-2025,Chhattisgarh,Korba,495450,67,689
01-06-2025,Uttar Pradesh,Mirzapur,231001,458,5731
01-06-2025,Haryana,Rohtak,124501,27,218
01-06-2025,Tamil Nadu,Virudhunagar,626001,234,993
01-06-2025,Karnataka,Koppal,583277,394,637
01-06-2025,Andhra Pradesh,Bapatla,522265,81,303
01-06-2025,Maharashtra,Akola,444001,123,792
01-06-2025,Haryana,Gurgaon,122103,87,834
01-06-2025,Delhi,South Delhi,110074,133,1248
01-06-2025,Karnataka,Koppal,583234,71,218
01-06-2025,Madhya Pradesh,Raisen,464884,58,249
01-06-2025,Andhra Pradesh,Visakhapatnam,531173,121,621
01-06-2025,Andhra Pradesh,N. T. R,521108,65,351
01-06-2025,Madhya Pradesh,Sidhi,486771,282,1186
01-06-2025,Chhattisgarh,Jashpur,496118,278,3686
01-06-2025,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,491665,499,2040
01-06-2025,Punjab,Patiala,147001,478,3522
01-06-2025,Delhi,East Delhi,110031,186,1397
01-06-2025,West Bengal,Barddhaman,713129,39,544
01-06-2025,Maharashtra,Yavatmal,445304,78,621
01-06-2025,Madhya Pradesh,Satna,485446,259,883
01-06-2025,West Bengal,South 24 Parganas,743338,229,1359
01-06-2025,Telangana,Hyderabad,500001,128,610
01-06-2025,Madhya Pradesh,Indore,452007,99,516
01-06-2025,Karnataka,Raichur,584122,241,594
01-06-2025,Madhya Pradesh,Balaghat,481551,63,365
01-06-2025,Haryana,Palwal,121106,155,1070
01-06-2025,Andhra Pradesh,Krishna,521324,81,472
01-06-2025,Madhya Pradesh,Barwani,451556,226,738
01-06-2025,Rajasthan,Pali,306401,112,1115
01-06-2025,Andhra Pradesh,Kakinada,533005,115,716
01-06-2025,Madhya Pradesh,Vidisha,464221,441,1306
01-06-2025,Madhya Pradesh,Dhar,454552,212,1018
01-06-2025,Karnataka,Kalaburagi,585102,147,550
01-06-2025,Madhya Pradesh,Indore,452009,167,1116
01-06-2025,Chhattisgarh,Mahasamund,493449,600,15090
01-06-2025,Uttarakhand,Haridwar,247667,353,3176
01-06-2025,Telangana,Hyderabad,500020,130,700
01-06-2025,Punjab,Patiala,147101,175,967
01-06-2025,Karnataka,Bagalkot,587125,162,449
01-06-2025,Andhra Pradesh,Kurnool,518302,109,503
01-06-2025,Karnataka,Ramanagar,562120,57,355
01-06-2025,Chhattisgarh,Durg,491111,255,2450
01-06-2025,Madhya Pradesh,Sidhi,486775,186,595
01-06-2025,Uttarakhand,Udham Singh Nagar,244713,321,2806
01-06-2025,Uttar Pradesh,Ghaziabad,201102,449,5367
01-06-2025,Haryana,Charkhi Dadri,127306,116,729
01-06-2025,Andhra Pradesh,Srikakulam,532201,216,946
01-06-2025,Madhya Pradesh,Shahdol,484771,293,986
01-06-2025,Haryana,Yamuna Nagar,135101,43,359
01-06-2025,Delhi,North West Delhi,110034,270,2145
01-06-2025,Chhattisgarh,Bastar,494001,323,2694
01-06-2025,Rajasthan,Jaipur,302031,93,979
01-06-2025,Rajasthan,Banswara,327001,275,2270
01-06-2025,Chhattisgarh,Bilaspur,495551,500,5438
01-06-2025,Gujarat,Banaskantha,385535,423,1884
01-06-2025,Andhra Pradesh,Nandyal,518124,92,289
01-06-2025,Karnataka,Chikkamagaluru,577548,85,246
01-06-2025,Andhra Pradesh,Sri Sathya Sai,515231,65,269
01-06-2025,Delhi,North East Delhi,110094,1190,5725
01-06-2025,Uttar Pradesh,Rampur,244921,279,3742
01-06-2025,Maharashtra,Washim,444505,104,914
01-06-2025,Chhattisgarh,Janjgir-champa,495668,323,3412
01-06-2025,Gujarat,Rajkot,360005,192,1720
01-06-2025,Maharashtra,Pune,411033,245,1834
01-06-2025,Haryana,Mahendragarh,123027,69,479
01-06-2025,Delhi,North West Delhi,110086,880,5509
01-06-2025,Chhattisgarh,Baloda Bazar,493118,399,5899
01-06-2025,Madhya Pradesh,Rajgarh,465667,87,347
01-06-2025,Karnataka,Haveri,581116,164,944
01-06-2025,Chhattisgarh,Mungeli,495330,73,901
01-06-2025,Madhya Pradesh,Mandla,481662,218,644
01-06-2025,Maharashtra,Thane,400706,150,1234
01-06-2025,Maharashtra,Pune,412101,106,1089
01-06-2025,Punjab,Patiala,140401,171,1120
01-06-2025,Karnataka,Koppal,583227,229,794
01-06-2025,Punjab,Ludhiana,141001,157,2007
01-06-2025,Andhra Pradesh,Sri Sathya Sai,515123,29,97
01-06-2025,Rajasthan,Barmer,344033,90,796
01-06-2025,Chhattisgarh,Koriya,497335,210,4940
01-06-2025,Andhra Pradesh,Chittoor,517425,428,1679
01-06-2025,Rajasthan,Jodhpur,342001,195,2510
01-06-2025,Madhya Pradesh,Indore,452015,152,702
01-06-2025,Chandigarh,Chandigarh,160101,97,836
01-06-2025,Karnataka,Gadag,582112,163,282
01-06-2025,Madhya Pradesh,Ujjain,456010,231,1514
01-06-2025,Rajasthan,Dholpur,328030,81,453
01-06-2025,West Bengal,South 24 Parganas,743383,104,536
01-06-2025,Andhra Pradesh,Chittoor,517001,110,696
01-06-2025,Andhra Pradesh,Y. S. R,516001,148,654
01-06-2025,West Bengal,Malda,732140,156,1441
01-06-2025,Maharashtra,Nagpur,440024,160,1363
01-06-2025,Delhi,North West Delhi,110035,101,1043
01-06-2025,Andhra Pradesh,Kurnool,518463,147,586
01-06-2025,Madhya Pradesh,Betul,460663,107,265
01-06-2025,Haryana,Ambala,134003,190,1100
01-06-2025,Jammu and Kashmir,Jammu,181102,22,326
01-06-2025,Telangana,Hyderabad,500002,164,797
01-06-2025,Chhattisgarh,Surguja,497001,285,2893
01-06-2025,Karnataka,Kalaburagi,585101,73,313
01-06-2025,Haryana,Fatehabad,125050,113,1053
01-06-2025,Chhattisgarh,Korba,495677,133,1105
01-06-2025,Haryana,Gurgaon,122101,83,755
01-06-2025,Andhra Pradesh,Annamayya,517297,60,160
01-06-2025,Telangana,Nirmal,504106,126,592
01-06-2025,Madhya Pradesh,Bhopal,462003,74,670
01-06-2025,Andhra Pradesh,Guntur,522005,117,565
01-06-2025,Madhya Pradesh,Chhindwara,480334,96,389
01-06-2025,West Bengal,Murshidabad,742224,111,1443
01-06-2025,Chhattisgarh,Raipur,492009,54,517
01-06-2025,Maharashtra,Thane,400612,611,3578
01-06-2025,Andhra Pradesh,Guntur,522006,147,1037
01-06-2025,Delhi,East Delhi,110092,514,3992
01-06-2025,Chhattisgarh,Mahasamund,493558,852,13407
01-06-2025,Chhattisgarh,Raipur,492001,295,2514
01-06-2025,Maharashtra,Nagpur,441104,37,273
01-06-2025,Andhra Pradesh,Ananthapuramu,515761,87,331
01-06-2025,Karnataka,Bengaluru,560067,137,776
01-06-2025,Chhattisgarh,Bilaspur,495224,391,4016
01-06-2025,Karnataka,Bengaluru,560066,122,929
01-06-2025,Maharashtra,Nashik,423203,282,1824
01-06-2025,Chhattisgarh,Korba,495674,163,2429
01-06-2025,Chhattisgarh,Rajnandgaon,491444,159,3217
01-06-2025,Maharashtra,Chandrapur,441215,20,260
01-06-2025,Haryana,Fatehabad,125111,63,474
01-06-2025,Haryana,Faridabad,121004,677,4756
01-06-2025,Madhya Pradesh,Satna,485881,263,622
01-06-2025,Karnataka,Bangalore Rural,562114,125,942
01-06-2025,Madhya Pradesh,Betul,460220,230,657
01-06-2025,Punjab,SAS Nagar (Mohali),140603,133,1406
01-06-2025,Andhra Pradesh,Y. S. R,516004,45,181
01-06-2025,Delhi,Central Delhi,110008,158,1542
01-06-2025,Jammu and Kashmir,Kishtwar,182204,52,245
01-06-2025,Gujarat,Bharuch,392001,208,1327
01-06-2025,Andhra Pradesh,Vizianagaram,535579,41,412
01-06-2025,Haryana,Jind,126125,25,229
01-06-2025,Chhattisgarh,Raipur,493225,165,2250
01-06-2025,Delhi,West Delhi,110041,732,3880
01-06-2025,Maharashtra,Gondiya,441614,128,895
01-06-2025,Madhya Pradesh,Mandla,481768,126,325
01-06-2025,Andhra Pradesh,Srikakulam,532421,80,620
01-06-2025,Haryana,Panchkula,134102,113,647
01-06-2025,Karnataka,Ramanagar,562159,134,878
01-06-2025,Andhra Pradesh,West Godavari,534275,113,777
01-06-2025,Madhya Pradesh,Balaghat,481449,212,691
01-06-2025,Karnataka,Tumakuru,572132,56,189
01-06-2025,Madhya Pradesh,Indore,452003,79,492
01-06-2025,Chhattisgarh,Korba,495445,280,3284
01-06-2025,Haryana,Hisar,125033,142,1204
01-06-2025,Andhra Pradesh,Kurnool,518344,136,741
01-06-2025,Karnataka,Bengaluru,560045,162,909
01-06-2025,Andhra Pradesh,Cuddapah,516360,180,1116
01-06-2025,Maharashtra,Nagpur,441110,97,639
01-06-2025,Chhattisgarh,Raipur,493111,108,679
01-06-2025,West Bengal,Malda,732102,175,1550
01-06-2025,Madhya Pradesh,Mandla,481995,314,961
01-06-2025,Haryana,Sirsa,125077,34,321
01-06-2025,Punjab,Moga,142001,75,887
01-06-2025,West Bengal,South 24 Parganas,743349,171,1390
01-06-2025,Andhra Pradesh,East Godavari,534301,53,284
01-06-2025,Gujarat,Rajkot,360003,185,2837
01-06-2025,Maharashtra,Sangli,416416,109,1059
01-06-2025,Haryana,Fatehabad,125051,78,965
01-06-2025,Uttar Pradesh,Bijnor,246722,148,1618
01-06-2025,Andhra Pradesh,Chittoor,517127,42,237
01-06-2025,Uttar Pradesh,Mathura,281403,145,1683
01-06-2025,Maharashtra,Pune,412301,15,131
01-06-2025,Rajasthan,Jaipur,302012,312,3176
01-06-2025,Madhya Pradesh,Rajgarh,465680,47,125
01-06-2025,Haryana,Kaithal,136034,52,486
01-06-2025,Telangana,K.v. Rangareddy,500049,212,1172
01-06-2025,Uttar Pradesh,Moradabad,244001,888,10497
01-06-2025,Madhya Pradesh,Ashok Nagar,473443,147,1078
01-06-2025,Andhra Pradesh,East Godavari,533101,295,1785
01-06-2025,Gujarat,Narmada,393145,195,680
01-06-2025,Maharashtra,Thane,401107,347,3551
01-06-2025,Madhya Pradesh,Chhindwara,480224,119,591
01-06-2025,Andhra Pradesh,Nandyal,518501,232,779
01-06-2025,Madhya Pradesh,Seoni,480667,156,699
01-06-2025,Andhra Pradesh,Palnadu,522616,136,593
01-06-2025,Jammu and Kashmir,Budgam,191113,103,242
01-06-2025,Chhattisgarh,Durg,491001,631,3894
01-06-2025,Karnataka,Hassan,573102,86,354
01-06-2025,Andhra Pradesh,Srikakulam,532440,82,377
01-06-2025,Chhattisgarh,Raipur,493221,211,1270
01-06-2025,Rajasthan,Udaipur,313001,177,1968
01-06-2025,Madhya Pradesh,Guna,473287,81,755
01-06-2025,Karnataka,Vijayapura,586101,120,480
01-06-2025,Andhra Pradesh,Kakinada,533401,75,342
01-06-2025,Uttar Pradesh,Bara Banki,225305,142,2949
01-06-2025,Maharashtra,Thane,421306,272,1828
01-06-2025,Madhya Pradesh,Damoh,470663,82,435
01-06-2025,Madhya Pradesh,Damoh,470664,95,483
01-06-2025,Karnataka,Mandya,571430,85,567
01-06-2025,Chhattisgarh,Bastar,494010,134,984
01-06-2025,Haryana,Karnal,132114,90,558
01-06-2025,Punjab,Hoshiarpur,146001,106,1274
01-06-2025,Haryana,Sirsa,125055,179,1977
01-06-2025,Maharashtra,Bhandara,441915,33,284
01-06-2025,West Bengal,Puruliya,723143,80,638
01-06-2025,Karnataka,Chikkamagaluru,577101,77,450
01-06-2025,Karnataka,Bengaluru,560043,185,1594
01-06-2025,Madhya Pradesh,Sheopur,476337,373,1901
01-06-2025,Chandigarh,Chandigarh,160036,97,1134
01-06-2025,Uttarakhand,Udham Singh Nagar,262308,309,2178
01-06-2025,Maharashtra,Nashik,422003,236,1586
01-06-2025,Delhi,East Delhi,110091,304,2518
01-06-2025,Rajasthan,Jodhpur,342008,67,759
01-06-2025,Madhya Pradesh,Sheopur,476339,202,1005
01-06-2025,Uttar Pradesh,Shahjahanpur,242001,522,9830
01-06-2025,Rajasthan,Jaipur,302017,120,1141
01-06-2025,West Bengal,South 24 Parganas,743329,366,2962
01-06-2025,Gujarat,Mahesana,384001,163,1262
01-06-2025,Punjab,Pathankot,145001,83,826
01-06-2025,West Bengal,Malda,732125,332,2531
01-06-2025,Andhra Pradesh,West Godavari,534134,70,441
01-06-2025,Madhya Pradesh,Ratlam,457114,313,1038
01-06-2025,Karnataka,Bengaluru,560079,114,562
01-06-2025,Rajasthan,Sikar,332001,186,1361
01-06-2025,Andhra Pradesh,N. T. R,521185,91,391
01-06-2025,Madhya Pradesh,Balaghat,481117,82,161
01-06-2025,Madhya Pradesh,Bhopal,462023,111,675
01-06-2025,Chhattisgarh,Rajnandgaon,491558,307,4335
01-06-2025,Chhattisgarh,Janjgir-champa,495689,183,1987
01-06-2025,Andhra Pradesh,Kurnool,518468,61,311
01-06-2025,Madhya Pradesh,Harda,461228,44,226
01-06-2025,Mizoram,Champhai,796321,36,617
01-06-2025,Andhra Pradesh,Palnadu,522426,45,236
01-06-2025,Andhra Pradesh,East Godavari,533289,101,439
01-06-2025,Madhya Pradesh,Dhar,454449,187,919
01-06-2025,Andhra Pradesh,Srikakulam,532312,273,1082
01-06-2025,Karnataka,Bidar,585327,143,871
01-06-2025,Andhra Pradesh,Bapatla,522101,65,332
01-06-2025,Mizoram,Champhai,796310,16,173
01-06-2025,Andhra Pradesh,Vizianagaram,535002,183,1002
01-06-2025,Andhra Pradesh,Kakinada,533016,44,221
01-06-2025,Andhra Pradesh,Prakasam,523247,146,807
01-06-2025,Madhya Pradesh,Mandla,481665,119,295
01-06-2025,Madhya Pradesh,Balaghat,481441,191,842
01-06-2025,Uttar Pradesh,Muzaffarnagar,251001,296,3385
01-06-2025,Tamil Nadu,Coimbatore,641001,92,834
01-06-2025,Punjab,Ludhiana,141010,102,963
01-06-2025,Jammu and Kashmir,Pulwama,192301,104,801
01-06-2025,Assam,Dhubri,783334,92,1007
01-06-2025,Punjab,SAS Nagar (Mohali),140301,158,1643
01-06-2025,Madhya Pradesh,Anuppur,484440,58,246
01-06-2025,Karnataka,Haveri,581104,237,525
01-06-2025,Andhra Pradesh,Anakapalli,531055,47,244
01-06-2025,Delhi,North Delhi,110084,400,3164
01-06-2025,Telangana,Mahabubnagar,509001,399,1606
01-06-2025,Madhya Pradesh,Damoh,470880,250,1247
01-06-2025,Chhattisgarh,Raipur,493116,82,892
01-06-2025,Madhya Pradesh,Rewa,486001,195,1310
01-06-2025,Karnataka,Chitradurga,577519,39,187
01-06-2025,Maharashtra,Chandrapur,441228,13,87
01-06-2025,Rajasthan,Hanumangarh,335524,134,1320
01-06-2025,Madhya Pradesh,Indore,452001,339,2180
01-06-2025,Maharashtra,Amravati,444601,168,835
01-06-2025,Karnataka,Koppal,583237,228,530
01-06-2025,Andhra Pradesh,Chittoor,517214,129,530
01-06-2025,Karnataka,Davangere,577002,75,351
01-06-2025,Punjab,Mansa,151505,61,805
01-06-2025,Haryana,Sonipat,131001,351,2553
01-06-2025,Madhya Pradesh,Chhindwara,480441,194,642
01-06-2025,Gujarat,Ahmedabad,380055,181,952
01-06-2025,Karnataka,Chitradurga,577538,57,323
01-06-2025,Andhra Pradesh,N. T. R,520012,105,635
01-06-2025,West Bengal,Murshidabad,742135,221,2051
01-06-2025,Chhattisgarh,Surguja,497101,194,1988
01-06-2025,Telangana,K.v. Rangareddy,500052,164,904
01-06-2025,Gujarat,Banaskantha,385001,300,1591
01-06-2025,Uttar Pradesh,Bulandshahr,203001,359,4490
01-06-2025,Haryana,Ambala,133001,129,946
01-06-2025,Haryana,Jind,126116,131,1129
01-06-2025,Karnataka,Bangalore Rural,562123,175,897
01-06-2025,Chhattisgarh,Balod,491222,97,920
01-06-2025,Andhra Pradesh,Palnadu,522413,102,436
01-06-2025,Andhra Pradesh,Anantapur,515865,27,566
01-06-2025,Telangana,Jogulamba Gadwal,509125,372,1492
01-06-2025,Andhra Pradesh,Visakhapatnam,530044,122,596
01-06-2025,Madhya Pradesh,Agar Malwa,465447,27,285
01-06-2025,Chhattisgarh,Durg,491107,151,1014
01-06-2025,Andhra Pradesh,West Godavari,534101,125,790
01-06-2025,Uttar Pradesh,Ghaziabad,201001,338,3548
01-06-2025,Karnataka,Haveri,581213,86,196
01-06-2025,Madhya Pradesh,Indore,452002,236,1275
01-06-2025,Gujarat,Ahmedabad,380016,164,1207
01-06-2025,Karnataka,Bengaluru,560026,141,641
01-06-2025,Madhya Pradesh,Panna,488001,163,746
01-06-2025,West Bengal,Malda,732139,133,1222
01-06-2025,Madhya Pradesh,Sidhi,486661,439,2085
01-06-2025,Jammu and Kashmir,Baramula,193201,121,799
01-06-2025,Maharashtra,Jalgaon,424101,123,994
01-06-2025,Telangana,Hyderabad,500002,164,797
01-06-2025,Chhattisgarh,Surguja,497001,285,2893
01-06-2025,Karnataka,Kalaburagi,585101,73,313
01-06-2025,Haryana,Fatehabad,125050,113,1053
01-06-2025,Chhattisgarh,Korba,495677,133,1105
01-06-2025,Haryana,Gurgaon,122101,83,755
01-06-2025,Andhra Pradesh,Annamayya,517297,60,160
01-06-2025,Telangana,Nirmal,504106,126,592
01-06-2025,Madhya Pradesh,Bhopal,462003,74,670
01-06-2025,Andhra Pradesh,Guntur,522005,117,565
01-06-2025,Madhya Pradesh,Chhindwara,480334,96,389
01-06-2025,West Bengal,Murshidabad,742224,111,1443
01-06-2025,Chhattisgarh,Raipur,492009,54,517
01-06-2025,Maharashtra,Thane,400612,611,3578
01-06-2025,Andhra Pradesh,Guntur,522006,147,1037
01-06-2025,Delhi,East Delhi,110092,514,3992
01-06-2025,Chhattisgarh,Mahasamund,493558,852,13407
01-06-2025,Chhattisgarh,Raipur,492001,295,2514
01-06-2025,Maharashtra,Nagpur,441104,37,273
01-06-2025,Andhra Pradesh,Ananthapuramu,515761,87,331
01-06-2025,Karnataka,Bengaluru,560067,137,776
01-06-2025,Chhattisgarh,Bilaspur,495224,391,4016
01-06-2025,Karnataka,Bengaluru,560066,122,929
01-06-2025,Maharashtra,Nashik,423203,282,1824
01-06-2025,Chhattisgarh,Korba,495674,163,2429
01-06-2025,Chhattisgarh,Rajnandgaon,491444,159,3217
01-06-2025,Maharashtra,Chandrapur,441215,20,260
01-06-2025,Haryana,Fatehabad,125111,63,474
01-06-2025,Haryana,Faridabad,121004,677,4756
01-06-2025,Madhya Pradesh,Satna,485881,263,622
01-06-2025,Karnataka,Bangalore Rural,562114,125,942
01-06-2025,Madhya Pradesh,Betul,460220,230,657
01-06-2025,Punjab,SAS Nagar (Mohali),140603,133,1406
01-06-2025,Andhra Pradesh,Y. S. R,516004,45,181
01-06-2025,Delhi,Central Delhi,110008,158,1542
01-06-2025,Jammu and Kashmir,Kishtwar,182204,52,245
01-06-2025,Gujarat,Bharuch,392001,208,1327
01-06-2025,Andhra Pradesh,Vizianagaram,535579,41,412
01-06-2025,Haryana,Jind,126125,25,229
01-06-2025,Chhattisgarh,Raipur,493225,165,2250
01-06-2025,Delhi,West Delhi,110041,732,3880
01-06-2025,Maharashtra,Gondiya,441614,128,895
01-06-2025,Madhya Pradesh,Mandla,481768,126,325
01-06-2025,Andhra Pradesh,Srikakulam,532421,80,620
01-06-2025,Haryana,Panchkula,134102,113,647
01-06-2025,Karnataka,Ramanagar,562159,134,878
01-06-2025,Andhra Pradesh,West Godavari,534275,113,777
01-06-2025,Madhya Pradesh,Balaghat,481449,212,691
01-06-2025,Karnataka,Tumakuru,572132,56,189
01-06-2025,Madhya Pradesh,Indore,452003,79,492
01-06-2025,Chhattisgarh,Korba,495445,280,3284
01-06-2025,Haryana,Hisar,125033,142,1204
01-06-2025,Andhra Pradesh,Kurnool,518344,136,741
01-06-2025,Karnataka,Bengaluru,560045,162,909
01-06-2025,Andhra Pradesh,Cuddapah,516360,180,1116
01-06-2025,Maharashtra,Nagpur,441110,97,639
01-06-2025,Chhattisgarh,Raipur,493111,108,679
01-06-2025,West Bengal,Malda,732102,175,1550
01-06-2025,Madhya Pradesh,Mandla,481995,314,961
01-06-2025,Haryana,Sirsa,125077,34,321
01-06-2025,Punjab,Moga,142001,75,887
01-06-2025,West Bengal,South 24 Parganas,743349,171,1390
