date,state,district,pincode,bio_age_5_17,bio_age_17_
01-07-2025,Maharashtra,Nagpur,440032,113,192
01-07-2025,Rajasthan,Jhunjhunun,333503,172,306
01-07-2025,Kerala,Kottayam,686519,23,47
01-07-2025,Andhra Pradesh,Khammam,507124,39,82
01-07-2025,Bihar,Patna,804426,36,52
01-07-2025,Karnataka,Gadag,582202,42,23
01-07-2025,Kerala,Idukki,685505,48,82
01-07-2025,Tamil Nadu,Vellore,632057,16,37
01-07-2025,Uttar Pradesh,Faizabad,224132,80,34
01-07-2025,West Bengal,Paschim Medinipur,721125,154,166
01-07-2025,Karnataka,Bengaluru,562107,150,122
01-07-2025,Tamil Nadu,Tiruchirappalli,621003,40,114
01-07-2025,Orissa,Balangir,767035,11,48
01-07-2025,West Bengal,Barddhaman,713385,10,11
01-07-2025,Tamil Nadu,Thiruvarur,613705,20,41
01-07-2025,Tamil Nadu,Villupuram,605014,16,26
01-07-2025,Goa,South Goa,403712,17,19
01-07-2025,Jharkhand,Koderma,825409,500,629
01-07-2025,Haryana,Faridabad,121008,69,110
01-07-2025,Maharashtra,Akola,444109,228,513
01-07-2025,Maharashtra,Ahmadnagar,413704,126,158
01-07-2025,Andhra Pradesh,Prakasam,523253,116,143
01-07-2025,Chhattisgarh,Kanker,494635,87,233
01-07-2025,Assam,Dhemaji,787059,230,200
01-07-2025,Tamil Nadu,Coimbatore,641020,127,341
01-07-2025,Madhya Pradesh,Umaria,484551,179,166
01-07-2025,Uttar Pradesh,Chitrakoot,210209,795,437
01-07-2025,Delhi,South Delhi,110047,299,578
01-07-2025,Chhattisgarh,Koriya,497448,31,90
01-07-2025,Tamil Nadu,Kancheepuram,603304,60,76
01-07-2025,Jammu and Kashmir,Jammu,180007,70,212
01-07-2025,Pondicherry,Pondicherry,605107,14,101
01-07-2025,Tamil Nadu,Tiruchirappalli,621202,44,113
01-07-2025,Arunachal Pradesh,West Kameng,790002,21,21
01-07-2025,West Bengal,Puruliya,723154,101,145
01-07-2025,Goa,South Goa,403720,44,93
01-07-2025,West Bengal,Jhargram,721125,32,41
01-07-2025,Andhra Pradesh,Krishna,521148,16,19
01-07-2025,Telangana,Vikarabad,501121,27,39
01-07-2025,Maharashtra,Satara,415528,82,100
01-07-2025,Uttar Pradesh,Prayagraj,228411,27,32
01-07-2025,Kerala,Kozhikode,673328,45,47
01-07-2025,Kerala,Kollam,691540,24,29
01-07-2025,Kerala,Thiruvananthapuram,695608,54,60
01-07-2025,Uttarakhand,Dehradun,248145,67,76
01-07-2025,Karnataka,Kodagu,571250,33,44
01-07-2025,Andhra Pradesh,Eluru,534311,10,21
01-07-2025,Kerala,Pathanamthitta,689587,13,45
01-07-2025,Madhya Pradesh,Khandwa,450117,1100,735
01-07-2025,Karnataka,Dakshina Kannada,574314,52,31
01-07-2025,Tamil Nadu,Tiruvallur,601203,205,257
01-07-2025,Madhya Pradesh,Ujjain,456006,1644,1752
01-07-2025,Gujarat,Kheda,388260,41,254
01-07-2025,Telangana,Nalgonda,508258,190,365
01-07-2025,Madhya Pradesh,Hoshangabad,461775,969,1385
01-07-2025,Maharashtra,Nashik,423101,647,796
01-07-2025,Delhi,Central Delhi,110002,387,510
01-07-2025,Rajasthan,Jhunjhunun,333023,176,280
01-07-2025,Madhya Pradesh,Seoni,480880,141,115
01-07-2025,Madhya Pradesh,Sehore,466120,433,471
01-07-2025,Haryana,Faridabad,121009,187,292
01-07-2025,Karnataka,Udupi,576214,111,129
01-07-2025,Meghalaya,Ri Bhoi,793105,100,46
01-07-2025,Tamil Nadu,Kancheepuram,600091,212,429
01-07-2025,West Bengal,North 24 Parganas,700157,109,162
01-07-2025,Karnataka,Dakshina Kannada,574240,92,86
01-07-2025,Andhra Pradesh,Anantapur,515445,29,39
01-07-2025,Andhra Pradesh,Annamayya,516269,64,68
01-07-2025,Kerala,Kannur,670691,77,204
01-07-2025,Uttar Pradesh,Etawah,206125,623,263
01-07-2025,West Bengal,Murshidabad,731222,220,149
01-07-2025,Tripura,Dhalai,799204,85,51
01-07-2025,Kerala,Wayanad,673592,242,454
01-07-2025,Punjab,Tarn Taran,143302,165,347
01-07-2025,West Bengal,Barddhaman,713165,41,21
01-07-2025,Telangana,K.v. Rangareddy,500091,58,81
01-07-2025,Bihar,Gaya,805129,52,60
01-07-2025,Telangana,K.v. Rangareddy,500076,235,256
01-07-2025,Uttar Pradesh,Lucknow,226031,62,33
01-07-2025,Maharashtra,Raigarh,410222,51,97
01-07-2025,Chhattisgarh,Surguja,497224,32,177
01-07-2025,Andhra Pradesh,Ananthapuramu,515465,31,12
01-07-2025,Kerala,Idukki,685587,15,47
01-07-2025,Uttarakhand,Bageshwar,263619,35,71
01-07-2025,Kerala,Idukki,685615,18,24
01-07-2025,Punjab,Pathankot,145022,80,130
01-07-2025,Punjab,Patiala,147003,65,54
01-07-2025,Orissa,Bhadrak,756128,42,58
01-07-2025,Kerala,Ernakulam,683573,13,32
01-07-2025,Punjab,Ludhiana,141104,45,75
01-07-2025,Sikkim,East Sikkim,737133,11,11
01-07-2025,Tamil Nadu,Virudhunagar,626205,24,64
01-07-2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,524343,15,19
01-07-2025,Andhra Pradesh,Ananthapuramu,515445,14,16
01-07-2025,Maharashtra,Nanded,431722,79,354
01-07-2025,Gujarat,Vadodara,391125,109,280
01-07-2025,Madhya Pradesh,Tikamgarh,472221,1235,836
01-07-2025,Maharashtra,Jalgaon,424101,1547,2441
01-07-2025,Bihar,Gopalganj,841501,218,391
01-07-2025,Bihar,Aurangabad,824203,253,274
01-07-2025,Gujarat,Kheda,388440,16,25
01-07-2025,Bihar,Saran,841221,196,293
01-07-2025,Maharashtra,Thane,421403,223,277
01-07-2025,Bihar,Nalanda,803110,400,587
01-07-2025,Odisha,Balangir,767016,39,30
01-07-2025,Madhya Pradesh,Chhindwara,480555,170,258
01-07-2025,Maharashtra,Pune,411026,153,235
01-07-2025,Andhra Pradesh,Vizianagaram,535160,50,38
01-07-2025,Karnataka,Belgaum,590006,46,115
01-07-2025,Andhra Pradesh,Visakhapatnam,531162,177,273
01-07-2025,Kerala,Palakkad,678504,21,92
01-07-2025,Tamil Nadu,Krishnagiri,635201,67,125
01-07-2025,Nagaland,Mokokchung,798614,26,67
01-07-2025,Tamil Nadu,Karur,639110,99,300
01-07-2025,Andhra Pradesh,Srikakulam,532001,318,376
01-07-2025,Tamil Nadu,Vellore,632601,126,232
01-07-2025,Kerala,Alappuzha,690105,38,67
01-07-2025,Karnataka,Dakshina Kannada,574248,43,10
01-07-2025,Andhra Pradesh,Guntur,522316,27,45
01-07-2025,Tamil Nadu,Virudhunagar,626105,29,51
01-07-2025,Andhra Pradesh,Khammam,507203,33,78
01-07-2025,Karnataka,Gulbarga,585106,15,31
01-07-2025,Bihar,Siwan,841428,18,23
01-07-2025,West Bengal,Malda,732140,255,335
01-07-2025,Uttar Pradesh,Bijnor,246733,1151,688
01-07-2025,Rajasthan,Banswara,327025,350,210
01-07-2025,Telangana,Komaram Bheem,504296,86,110
01-07-2025,Andhra Pradesh,East Godavari,533284,37,48
01-07-2025,Madhya Pradesh,Raisen,464661,175,125
01-07-2025,Gujarat,Mahesana,384335,213,224
01-07-2025,Uttar Pradesh,Deoria,274202,1050,889
01-07-2025,Rajasthan,Jodhpur,342602,500,367
01-07-2025,Uttar Pradesh,Ghazipur,233302,383,314
01-07-2025,West Bengal,West Midnapore,721436,16,82
01-07-2025,Sikkim,East,737134,42,79
01-07-2025,Tamil Nadu,Tiruvallur,602021,142,161
01-07-2025,Maharashtra,Kolhapur,416106,209,301
01-07-2025,Andhra Pradesh,Hyderabad,500023,123,464
01-07-2025,Andhra Pradesh,Kurnool,518533,210,147
01-07-2025,Telangana,Komaram Bheem,504293,54,156
01-07-2025,Jharkhand,Giridih,815311,92,137
01-07-2025,Andhra Pradesh,Cuddapah,516504,87,136
01-07-2025,Mizoram,Mammit,796471,24,16
01-07-2025,Madhya Pradesh,Dhar,454773,287,236
01-07-2025,Kerala,Kottayam,686501,45,100
01-07-2025,Tamil Nadu,Tiruchirappalli,620016,34,65
01-07-2025,West Bengal,Darjeeling,734102,38,88
01-07-2025,Uttarakhand,Nainital,263002,102,195
01-07-2025,Punjab,SAS Nagar (Mohali),140401,13,10
01-07-2025,Kerala,Kozhikode,673017,52,114
01-07-2025,Telangana,Bhadradri Kothagudem,507133,32,28
01-07-2025,Tamil Nadu,Vellore,632406,12,13
01-07-2025,West Bengal,East Midnapore,721636,14,64
01-07-2025,Kerala,Thrissur,680545,22,28
01-07-2025,Andhra Pradesh,Srikakulam,532461,34,59
01-07-2025,Chhattisgarh,Gaurela-pendra-marwahi,495118,13,56
01-07-2025,Karnataka,Davanagere,577516,10,65
01-07-2025,Assam,Sonitpur,784025,35,37
01-07-2025,Karnataka,Belagavi,591101,24,25
01-07-2025,Bihar,Bhagalpur,813209,548,697
01-07-2025,Chhattisgarh,Koriya,497442,365,1167
01-07-2025,Bihar,Purnea,854337,85,212
01-07-2025,Odisha,Angul,759125,530,485
01-07-2025,Tripura,Sepahijala,799102,418,198
01-07-2025,Kerala,Thiruvananthapuram,695551,60,161
01-07-2025,Rajasthan,Sikar,332703,155,94
01-07-2025,Karnataka,Raichur,584203,130,117
01-07-2025,Andhra Pradesh,Prakasam,523246,53,38
01-07-2025,Punjab,Amritsar,143501,266,523
01-07-2025,Tamil Nadu,Chennai,600003,45,144
01-07-2025,Karnataka,Bellary,583135,114,159
01-07-2025,Rajasthan,Pali,306601,75,90
01-07-2025,Odisha,Kalahandi,766028,64,70
01-07-2025,Karnataka,Kalaburagi,585236,196,82
01-07-2025,Madhya Pradesh,Betul,460663,396,471
01-07-2025,Tamil Nadu,Virudhunagar,626102,72,151
01-07-2025,Andhra Pradesh,Krishna,521110,52,88
01-07-2025,Kerala,Palakkad,679501,65,195
01-07-2025,Madhya Pradesh,Jabalpur,482008,203,244
01-07-2025,Kerala,Kottayam,686635,21,43
01-07-2025,Gujarat,Gandhinagar,382115,50,53
01-07-2025,Uttarakhand,Pauri Garhwal,246174,140,189
01-07-2025,Madhya Pradesh,Ujjain,456003,110,111
01-07-2025,Andhra Pradesh,Nellore,524402,55,79
01-07-2025,Uttarakhand,Pauri Garhwal,246155,51,117
01-07-2025,Andhra Pradesh,Cuddapah,516474,31,25
01-07-2025,Maharashtra,Solapur,413317,177,249
01-07-2025,Karnataka,Bellary,583111,60,75
01-07-2025,Tamil Nadu,Cuddalore,607108,35,84
01-07-2025,Andhra Pradesh,East Godavari,507121,77,73
01-07-2025,Tamil Nadu,Kanniyakumari,629809,13,90
01-07-2025,Andhra Pradesh,Ananthapur,515331,27,19
01-07-2025,Andhra Pradesh,East Godavari,533214,78,86
01-07-2025,Uttar Pradesh,Sitapur,261135,2334,561
01-07-2025,Kerala,Kannur,670604,89,140
01-07-2025,Kerala,Kollam,690524,76,84
01-07-2025,Odisha,Sundergarh,770043,76,143
01-07-2025,Maharashtra,Jalgaon,425105,684,989
01-07-2025,Rajasthan,Churu,331506,281,209
01-07-2025,Rajasthan,Karauli,322234,342,235
01-07-2025,Karnataka,Gulbarga,585236,79,118
01-07-2025,Delhi,South Delhi,110065,311,458
01-07-2025,Bihar,Aurangabad,824125,410,570
01-07-2025,Karnataka,Bengaluru,560023,221,414
01-07-2025,Uttar Pradesh,Bareilly,243122,949,652
01-07-2025,West Bengal,Murshidabad,742163,266,364
01-07-2025,Bihar,Aurangabad,824115,97,110
01-07-2025,Rajasthan,Bhilwara,311806,172,175
01-07-2025,Karnataka,Belgaum,590016,107,258
01-07-2025,Tamil Nadu,Tiruvannamalai,604501,77,115
01-07-2025,Jharkhand,Lohardaga,835325,135,368
01-07-2025,Bihar,Bhojpur,802223,107,156
01-07-2025,Rajasthan,Sikar,332402,194,275
01-07-2025,Maharashtra,Satara,412804,41,82
01-07-2025,Himachal Pradesh,Shimla,171009,100,184
01-07-2025,Tamil Nadu,Cuddalore,608002,101,188
01-07-2025,West Bengal,North 24 Parganas,743291,92,76
01-07-2025,Odisha,Malkangiri,764043,260,353
01-07-2025,Maharashtra,Thane,421312,16,197
01-07-2025,Karnataka,Raichur,584118,164,152
01-07-2025,West Bengal,South 24 Parganas,700149,43,98
01-07-2025,Uttar Pradesh,Bahraich,271802,439,141
01-07-2025,West Bengal,North 24 Parganas,743130,42,17
01-07-2025,Kerala,Kottayam,686579,16,46
01-07-2025,Uttar Pradesh,Sultanpur,228120,67,32
01-07-2025,Gujarat,Chhotaudepur,391140,119,81
01-07-2025,Telangana,Warangal,506015,41,42
01-07-2025,Maharashtra,Pune,412408,83,91
01-07-2025,West Bengal,Koch Bihar,736156,27,90
01-07-2025,Assam,Kamrup Metro,781040,23,33
01-07-2025,Tamil Nadu,Madurai,625708,10,33
01-07-2025,West Bengal,Darjeeling,734215,10,33
01-07-2025,Bihar,Saharsa,852216,588,914
01-07-2025,Bihar,Purnia,854325,356,414
01-07-2025,Kerala,Kannur,670613,86,104
01-07-2025,Madhya Pradesh,Damoh,470880,1639,1667
01-07-2025,Andhra Pradesh,Krishna,521182,106,70
01-07-2025,Gujarat,Patan,384230,101,107
01-07-2025,Tamil Nadu,Dharmapuri,635202,249,270
01-07-2025,Chhattisgarh,Raipur,493116,304,2336
01-07-2025,Uttar Pradesh,Kheri,262701,1712,896
01-07-2025,Uttar Pradesh,Sambhal,202412,858,295
01-07-2025,Maharashtra,Solapur,413206,61,100
01-07-2025,Uttar Pradesh,Sultanpur,227805,319,186
01-07-2025,Gujarat,Anand,388530,454,305
01-07-2025,Karnataka,Bangalore,560036,99,239
01-07-2025,Karnataka,Chamarajanagar,571441,16,44
01-07-2025,Tamil Nadu,Perambalur,621704,22,18
01-07-2025,Uttar Pradesh,Mathura,281406,261,174
01-07-2025,Chhattisgarh,Janjgir-champa,495687,312,1160
01-07-2025,Rajasthan,Kota,324001,552,508
01-07-2025,Uttar Pradesh,Amethi,227413,191,156
01-07-2025,Punjab,Ludhiana,141421,263,390
01-07-2025,Maharashtra,Mumbai,400017,415,1159
01-07-2025,Madhya Pradesh,Rewa,486556,543,241
01-07-2025,Madhya Pradesh,Gwalior,474020,164,147
01-07-2025,Orissa,Nayagarh,752070,12,43
01-07-2025,Bihar,Araria,854202,76,105
01-07-2025,Himachal Pradesh,Kangra,176203,98,61
01-07-2025,Maharashtra,Chandrapur,442505,105,210
01-07-2025,Maharashtra,Aurangabad,431117,216,213
01-07-2025,Tamil Nadu,Mayiladuthurai,609001,36,31
01-07-2025,Karnataka,Uttara Kannada,581400,19,31
01-07-2025,Assam,Tinsukia,786171,72,73
01-07-2025,Kerala,Thrissur,680012,41,95
01-07-2025,Andhra Pradesh,Visakhapatnam,530045,58,88
01-07-2025,Karnataka,Udupi,576108,40,28
01-07-2025,Gujarat,Kheda,387520,40,44
01-07-2025,Andhra Pradesh,Ananthapur,515711,19,18
01-07-2025,Andhra Pradesh,Hyderabad,500082,27,118
01-07-2025,Kerala,Pathanamthitta,691551,69,170
01-07-2025,Maharashtra,Mumbai,400095,348,944
01-07-2025,Andhra Pradesh,Nellore,524366,42,61
01-07-2025,Madhya Pradesh,Jabalpur,482005,559,686
01-07-2025,Maharashtra,Hingoli,431702,754,1414
01-07-2025,Madhya Pradesh,Anuppur,484116,125,201
01-07-2025,Jharkhand,Ramgarh,829117,193,216
01-07-2025,Karnataka,Dharwad,581212,163,123
01-07-2025,Maharashtra,Mumbai,400004,86,271
01-07-2025,Chhattisgarh,Raigarh,496115,54,273
01-07-2025,Karnataka,Bengaluru,560048,177,161
01-07-2025,Kerala,Palakkad,678631,78,140
01-07-2025,Kerala,Alappuzha,688001,52,140
01-07-2025,Gujarat,Vadodara,390002,248,536
01-07-2025,Andhra Pradesh,Cuddapah,516267,101,142
01-07-2025,Odisha,Kandhamal,762112,44,89
01-07-2025,Uttar Pradesh,Saharanpur,247342,502,328
01-07-2025,Delhi,South West Delhi,110023,104,255
01-07-2025,Gujarat,Tapi,394360,27,39
01-07-2025,Karnataka,Mysuru,571134,195,19
01-07-2025,Karnataka,Bagalkot,587101,161,122
01-07-2025,Kerala,Kottayam,686104,25,125
01-07-2025,Telangana,Mahabubabad,506381,34,64
01-07-2025,Jammu and Kashmir,Ramban,182143,109,61
01-07-2025,Andhra Pradesh,Mahbubnagar,509216,14,160
01-07-2025,Punjab,Kapurthala,144606,38,55
01-07-2025,Maharashtra,Pune,411024,63,135
01-07-2025,West Bengal,Jalpaiguri,735203,50,88
01-07-2025,West Bengal,Barddhaman,712402,16,10
01-07-2025,Himachal Pradesh,Kinnaur,172118,16,17
01-07-2025,Jharkhand,Jamtara,814166,69,147
01-07-2025,West Bengal,Barddhaman,713210,33,70
01-07-2025,West Bengal,Bankura,722171,16,29
01-07-2025,Rajasthan,Nagaur,341502,184,230
01-07-2025,Punjab,Mansa,151508,242,326
01-07-2025,Uttar Pradesh,Lucknow,226016,489,634
01-07-2025,Tamil Nadu,Kancheepuram,600041,78,239
01-07-2025,Karnataka,Ramanagar,562117,424,618
01-07-2025,Maharashtra,Raigarh,402402,80,55
01-07-2025,Bihar,Sitamarhi,843318,220,296
01-07-2025,West Bengal,Murshidabad,742229,28,28
01-07-2025,Tamil Nadu,Ariyalur,621707,71,151
01-07-2025,Odisha,Rayagada,765018,58,40
01-07-2025,Maharashtra,Yavatmal,445211,177,391
01-07-2025,Odisha,Khorda,752019,48,45
01-07-2025,Tamil Nadu,Coimbatore,641302,65,240
01-07-2025,Rajasthan,Ganganagar,335703,290,437
01-07-2025,Karnataka,Haveri,581119,98,170
01-07-2025,Uttar Pradesh,Bara Banki,225412,611,281
01-07-2025,Telangana,K.v. Rangareddy,509410,46,98
01-07-2025,Kerala,Idukki,685515,105,262
01-07-2025,West Bengal,Kolkata,700067,79,180
01-07-2025,Andhra Pradesh,East Godavari,533344,50,63
01-07-2025,Odisha,Jajapur,755024,111,89
01-07-2025,Gujarat,Anand,387710,24,35
01-07-2025,Punjab,Tarn Taran,143118,67,139
01-07-2025,Andhra Pradesh,Hyderabad,500073,16,47
01-07-2025,Andhra Pradesh,Cuddapah,516247,50,38
01-07-2025,Bihar,Banka,813121,11,21
01-07-2025,West Bengal,South 24 Parganas,700093,21,36
01-07-2025,Karnataka,Hasan,573220,11,28
01-07-2025,Himachal Pradesh,Bilaspur,174031,34,35
01-07-2025,Telangana,Mahabubnagar,509209,192,441
01-07-2025,Bihar,Rohtas,821115,343,741
01-07-2025,Punjab,Ludhiana,141206,60,98
01-07-2025,Odisha,Kendujhar,758015,144,156
01-07-2025,Maharashtra,Gadchiroli,442603,375,744
01-07-2025,Madhya Pradesh,Khargone,451332,2278,2040
01-07-2025,Karnataka,Mysore,571105,233,335
01-07-2025,Maharashtra,Parbhani,431401,1815,2697
01-07-2025,Chhattisgarh,Dakshin Bastar Dantewada,494553,177,826
01-07-2025,Chhattisgarh,Kondagaon,494347,181,1161
01-07-2025,Maharashtra,Beed,431519,364,770
01-07-2025,Uttarakhand,Haridwar,247656,476,493
01-07-2025,Karnataka,Dakshina Kannada,575018,171,272
01-07-2025,Andhra Pradesh,Prakasam,523291,47,44
01-07-2025,Odisha,Baleswar,756029,153,186
01-07-2025,Maharashtra,Mumbai,400072,466,1006
01-07-2025,Uttarakhand,Udham Singh Nagar,244712,546,483
01-07-2025,West Bengal,Puruliya,723143,207,389
01-07-2025,Andhra Pradesh,Ananthapur,515581,18,10
01-07-2025,Gujarat,Porbandar,362650,251,211
01-07-2025,Odisha,Dhenkanal,759023,145,146
01-07-2025,Uttar Pradesh,Lucknow,226012,207,297
01-07-2025,Karnataka,Chikkaballapur,563125,325,425
01-07-2025,Bihar,Saran,841421,118,153
01-07-2025,Odisha,Khorda,752066,271,163
01-07-2025,Rajasthan,Jaipur,303701,233,281
01-07-2025,Karnataka,Uttara Kannada,581303,14,19
01-07-2025,Odisha,Jagatsinghapur,754108,136,162
01-07-2025,Kerala,Idukki,685612,56,122
01-07-2025,Karnataka,Yadgir,585215,348,216
01-07-2025,Bihar,Jamui,811315,390,374
01-07-2025,Maharashtra,Chandrapur,442503,55,160
01-07-2025,Gujarat,Tapi,394365,151,181
01-07-2025,West Bengal,Paschim Medinipur,721211,379,434
01-07-2025,Kerala,Kozhikode,673505,31,48
01-07-2025,Uttar Pradesh,Kanpur Nagar,208013,170,293
01-07-2025,Jharkhand,Gumla,835220,159,409
01-07-2025,Maharashtra,Pune,412411,197,208
01-07-2025,Karnataka,Raichur,584126,179,184
01-07-2025,Assam,Lakhimpur,787033,21,20
01-07-2025,Himachal Pradesh,Chamba,176315,39,57
01-07-2025,Uttarakhand,Dehradun,249203,33,61
01-07-2025,Andhra Pradesh,West Godavari,534124,37,66
01-07-2025,Uttar Pradesh,Pratapgarh,230404,137,100
01-07-2025,Himachal Pradesh,Mandi,175050,14,51
01-07-2025,Kerala,Thrissur,680561,32,120
01-07-2025,Maharashtra,Sindhudurg,416610,11,70
01-07-2025,Tamil Nadu,Thanjavur,614402,46,92
01-07-2025,Kerala,Pathanamthitta,691556,25,71
01-07-2025,Haryana,Faridabad,121012,22,24
01-07-2025,Meghalaya,East Khasi Hills,793009,27,29
01-07-2025,Assam,Kamrup Metro,781021,39,39
01-07-2025,Tamil Nadu,Virudhunagar,626118,40,61
01-07-2025,Tamil Nadu,Erode,638055,26,44
01-07-2025,Kerala,Pathanamthitta,689615,15,39
01-07-2025,West Bengal,Purba Bardhaman,712146,10,18
01-07-2025,Gujarat,Surat,394155,46,24
01-07-2025,Tamil Nadu,Salem,636403,17,40
01-07-2025,Andhra Pradesh,Warangal,506318,11,16
01-07-2025,Odisha,Kalahandi,766014,437,555
01-07-2025,Haryana,Palwal,121103,1197,922
01-07-2025,Kerala,Ernakulam,686692,63,195
01-07-2025,Chandigarh,Chandigarh,160036,3366,580
01-07-2025,Bihar,East Champaran,845301,381,604
01-07-2025,Uttar Pradesh,Bijnor,246736,489,189
01-07-2025,Jharkhand,East Singhbhum,832101,460,1289
01-07-2025,Uttar Pradesh,Jhansi,284205,883,729
01-07-2025,Rajasthan,Churu,331518,524,294
01-07-2025,Uttarakhand,Champawat,262524,252,247
01-07-2025,Odisha,Kandhamal,762021,135,315
01-07-2025,Maharashtra,Solapur,413216,385,659
01-07-2025,Bihar,Patna,801104,295,503
01-07-2025,Haryana,Gurgaon,122015,42,48
01-07-2025,Maharashtra,Nashik,422204,378,947
01-07-2025,Madhya Pradesh,Mandsaur,458883,901,592
01-07-2025,Bihar,Gopalganj,841438,563,687
01-07-2025,Karnataka,Mysuru,571124,83,58
