date,state,district,pincode,age_0_5,age_5_17,age_18_greater
01-07-2025,Karnataka,Bengaluru Urban,560092,52,26,32
01-07-2025,Gujarat,Navsari,396445,191,47,19
01-07-2025,Assam,Lakhimpur,784161,56,15,13
01-07-2025,Uttar Pradesh,Ayodhya,224001,262,324,17
01-07-2025,Uttar Pradesh,Bahraich,271851,287,309,22
01-07-2025,Uttar Pradesh,Kheri,262802,386,653,18
01-07-2025,Meghalaya,East Khasi Hills,793111,71,276,131
01-07-2025,Jharkhand,Pakur,816107,994,1023,11
01-07-2025,Gujarat,Ahmadabad,380015,135,89,15
01-07-2025,Meghalaya,South Garo Hills,794102,29,168,200
01-07-2025,Karnataka,Bengaluru Urban,560041,81,38,13
01-07-2025,Delhi,South Delhi,110017,199,83,23
01-07-2025,Haryana,Gurugram,122004,150,42,10
01-07-2025,Assam,Lakhimpur,787032,78,72,51
01-07-2025,Gujarat,Jamnagar,361012,76,35,10
01-07-2025,Assam,Karimganj,788720,474,205,11
01-07-2025,West Bengal,Darjeeling,734427,42,84,11
01-07-2025,Gujarat,Mahesana,382715,282,96,21
01-07-2025,Assam,Kamrup,781380,114,37,20
01-07-2025,Madhya Pradesh,Barwani,451551,533,598,103
01-07-2025,Uttar Pradesh,Gorakhpur,273001,145,341,34
01-07-2025,Maharashtra,Mumbai Suburban,400071,186,95,20
01-07-2025,Uttar Pradesh,Siddharth Nagar,272206,448,683,57
01-07-2025,Gujarat,Devbhumi Dwarka,361305,213,108,19
01-07-2025,Assam,Marigaon,782410,492,152,61
01-07-2025,Madhya Pradesh,Indore,452016,730,396,10
01-07-2025,Gujarat,Dohad,389172,321,304,23
01-07-2025,Bihar,Pashchim Champaran,845453,265,420,19
01-07-2025,Assam,Tinsukia,786150,17,12,44
01-07-2025,Madhya Pradesh,Morena,476224,423,320,14
01-07-2025,Madhya Pradesh,Dewas,455227,544,292,13
01-07-2025,Bihar,Patna,800001,124,527,10
01-07-2025,Uttar Pradesh,Kanpur Nagar,209402,83,196,12
01-07-2025,Gujarat,Dohad,389380,225,174,20
01-07-2025,Gujarat,Kheda,387620,235,150,24
01-07-2025,Karnataka,Bengaluru Urban,560076,253,154,52
01-07-2025,Uttar Pradesh,Hardoi,241402,462,830,11
01-07-2025,Uttar Pradesh,Firozabad,283203,1940,1040,10
01-07-2025,Gujarat,Rajkot,360050,166,115,11
01-07-2025,Bihar,Pashchim Champaran,845455,372,684,39
01-07-2025,Madhya Pradesh,Jhabua,457779,388,669,28
01-07-2025,Karnataka,Bengaluru Urban,560099,127,92,22
01-07-2025,Gujarat,Bhavnagar,364001,428,86,14
01-07-2025,Assam,Karimganj,788724,247,165,39
01-07-2025,Assam,Sonitpur,784110,418,133,25
01-07-2025,Gujarat,Ahmadabad,382330,321,197,15
01-07-2025,Madhya Pradesh,Guna,473222,637,423,12
01-07-2025,Uttar Pradesh,Kheri,262906,87,107,13
01-07-2025,Assam,Sonitpur,784507,223,146,85
01-07-2025,Gujarat,Anand,387115,88,28,12
01-07-2025,Assam,Hailakandi,788163,331,173,10
01-07-2025,Meghalaya,East Khasi Hills,793008,24,127,104
01-07-2025,Delhi,North West Delhi,110034,372,126,16
01-07-2025,Uttar Pradesh,Varanasi,221007,435,434,12
01-07-2025,Meghalaya,East Khasi Hills,793006,41,86,54
01-07-2025,Maharashtra,Sangli,416413,125,85,12
01-07-2025,Punjab,S.A.S Nagar,140301,300,89,34
01-07-2025,West Bengal,Jalpaiguri,735135,149,128,23
01-07-2025,Jharkhand,East Singhbum,831002,457,300,12
01-07-2025,Madhya Pradesh,Gwalior,475001,135,125,12
01-07-2025,Meghalaya,Ri Bhoi,793103,35,262,248
01-07-2025,Delhi,East Delhi,110092,792,290,43
01-07-2025,Maharashtra,Thane,421306,385,304,10
01-07-2025,Uttar Pradesh,Azamgarh,276305,171,522,15
01-07-2025,Gujarat,Dohad,389140,122,286,21
01-07-2025,Karnataka,Bengaluru Urban,560103,62,76,45
01-07-2025,Madhya Pradesh,Khandwa,450001,586,233,12
01-07-2025,Assam,Golaghat,785612,121,134,92
01-07-2025,West Bengal,Nadia,741501,111,43,26
01-07-2025,Maharashtra,Mumbai Suburban,400076,69,24,18
01-07-2025,Bihar,Nalanda,803101,278,937,12
01-07-2025,Gujarat,Surat,395003,226,112,10
01-07-2025,Delhi,East Delhi,110091,527,214,12
01-07-2025,Maharashtra,Pune,412211,78,36,14
01-07-2025,Assam,Jorhat,785108,45,24,14
01-07-2025,Jharkhand,Khunti,835210,146,196,14
01-07-2025,Karnataka,Bengaluru Urban,560017,47,49,16
01-07-2025,Punjab,Ludhiana,141012,88,39,11
01-07-2025,Uttar Pradesh,Bareilly,243503,562,530,14
01-07-2025,Gujarat,Gandhinagar,382735,53,10,13
01-07-2025,Assam,Dibrugarh,786010,156,34,31
01-07-2025,Madhya Pradesh,Ashoknagar,473101,509,248,20
01-07-2025,Assam,Bongaigaon,783391,236,51,16
01-07-2025,Assam,Golaghat,785603,111,54,73
01-07-2025,Assam,Golaghat,785703,52,28,12
01-07-2025,Uttar Pradesh,Sambhal,244301,339,200,11
01-07-2025,Tamil Nadu,Chennai,600115,58,40,10
01-07-2025,Assam,Barpeta,781315,409,166,34
01-07-2025,Gujarat,Amreli,365601,195,20,12
01-07-2025,Uttar Pradesh,Barabanki,225305,637,414,17
01-07-2025,Rajasthan,Jaipur,302012,840,338,11
01-07-2025,Madhya Pradesh,Gwalior,475110,363,518,32
01-07-2025,Assam,Golaghat,785705,372,66,42
01-07-2025,Rajasthan,Bharatpur,321203,320,274,11
01-07-2025,Maharashtra,Mumbai,400037,336,227,11
01-07-2025,West Bengal,24 Paraganas North,700124,71,49,15
01-07-2025,Gujarat,Anand,388307,78,26,12
01-07-2025,Rajasthan,Chittorgarh,312901,210,214,16
01-07-2025,Bihar,Araria,854336,166,108,14
01-07-2025,Uttar Pradesh,Hardoi,241124,716,809,16
01-07-2025,Maharashtra,Pune,411023,103,26,12
01-07-2025,Andhra Pradesh,Spsr Nellore,524004,176,102,18
01-07-2025,Uttar Pradesh,Banda,210121,401,753,11
01-07-2025,Madhya Pradesh,Chhatarpur,471405,334,468,30
01-07-2025,Assam,Karimganj,788709,94,73,17
01-07-2025,Uttar Pradesh,Gautam Buddha Nagar,201310,192,326,31
01-07-2025,Maharashtra,Nashik,422003,475,261,13
01-07-2025,Gujarat,Chhotaudepur,391150,129,151,32
01-07-2025,Madhya Pradesh,Chhatarpur,471501,249,257,10
01-07-2025,Delhi,South West Delhi,110045,468,207,29
01-07-2025,Uttar Pradesh,Maharajganj,273162,304,668,13
01-07-2025,Gujarat,Banas Kantha,385560,60,59,10
01-07-2025,Karnataka,Bengaluru Urban,560064,311,119,65
01-07-2025,Meghalaya,West Jaintia Hills,793151,56,374,283
01-07-2025,Uttar Pradesh,Mathura,281121,133,151,10
01-07-2025,West Bengal,24 Paraganas North,743235,103,65,18
01-07-2025,Assam,Jorhat,785006,39,24,16
01-07-2025,Uttar Pradesh,Bahraich,271865,404,830,102
01-07-2025,Gujarat,Panch Mahals,389001,389,191,24
01-07-2025,Maharashtra,Pune,411028,269,134,13
01-07-2025,Assam,Lakhimpur,784160,359,86,38
01-07-2025,Haryana,Gurugram,122002,107,46,46
01-07-2025,Maharashtra,Pune,411038,278,66,19
01-07-2025,Meghalaya,South West Khasi Hills,793114,108,192,225
01-07-2025,Uttar Pradesh,Azamgarh,276404,276,428,11
01-07-2025,Uttar Pradesh,Meerut,250344,88,145,17
01-07-2025,Gujarat,Banas Kantha,385130,75,105,10
01-07-2025,Assam,Hojai,782435,598,181,11
01-07-2025,Delhi,New Delhi,110057,58,23,19
01-07-2025,Maharashtra,Jalgaon,425002,260,74,12
01-07-2025,Meghalaya,East Khasi Hills,793014,10,39,16
01-07-2025,Uttar Pradesh,Aligarh,250611,269,464,20
01-07-2025,Madhya Pradesh,Satna,485001,488,121,20
01-07-2025,Karnataka,Bidar,585437,107,52,10
01-07-2025,Uttar Pradesh,Meerut,250001,690,575,10
01-07-2025,Gujarat,Sabar Kantha,383255,70,135,21
01-07-2025,Gujarat,Bhavnagar,364310,118,20,11
01-07-2025,Gujarat,Ahmedabad,387810,253,116,19
01-07-2025,Gujarat,Kachchh,370410,47,10,12
01-07-2025,Uttar Pradesh,Bahraich,271881,121,328,59
01-07-2025,Uttar Pradesh,Maharajganj,273164,233,715,32
01-07-2025,Uttar Pradesh,Agra,283110,328,308,16
01-07-2025,Rajasthan,Tonk,304001,635,332,19
01-07-2025,Madhya Pradesh,Vidisha,464001,544,212,21
01-07-2025,Delhi,New Delhi,110021,61,33,34
01-07-2025,Assam,Dhemaji,787061,126,62,26
01-07-2025,Gujarat,Ahmadabad,382421,116,68,12
01-07-2025,Assam,Marigaon,782105,236,131,35
01-07-2025,Assam,Jorhat,785616,49,19,17
01-07-2025,Uttar Pradesh,Hardoi,241123,633,853,10
01-07-2025,West Bengal,Nadia,741222,107,122,15
01-07-2025,Assam,Kamrup,781136,592,160,50
01-07-2025,Uttar Pradesh,Gonda,271504,172,236,21
01-07-2025,Uttar Pradesh,Prayagraj,221505,274,222,10
01-07-2025,Karnataka,Bengaluru Urban,560032,318,106,30
01-07-2025,Assam,Kamrup,781122,84,26,13
01-07-2025,Maharashtra,Beed,431124,214,86,10
01-07-2025,Arunachal Pradesh,Longding,792131,46,322,33
01-07-2025,Gujarat,Sabar Kantha,383001,240,104,37
01-07-2025,Uttar Pradesh,Jhansi,284304,78,76,13
01-07-2025,Gujarat,Banas Kantha,385555,144,130,15
01-07-2025,Madhya Pradesh,Chhatarpur,471625,152,240,17
01-07-2025,West Bengal,24 Paraganas North,743287,30,27,29
01-07-2025,Assam,Karimganj,788726,61,27,11
01-07-2025,West Bengal,Darjeeling,734008,20,32,12
01-07-2025,Gujarat,Rajkot,360370,236,54,23
01-07-2025,Karnataka,Bengaluru Urban,560035,105,97,83
01-07-2025,Rajasthan,Chittorgarh,312022,311,275,11
01-07-2025,Gujarat,Gir Somnath,362275,168,52,17
01-07-2025,Madhya Pradesh,Morena,476001,954,695,37
01-07-2025,Meghalaya,East Khasi Hills,793010,11,105,51
01-07-2025,Sikkim,West Sikkim,737111,48,108,15
01-07-2025,Uttar Pradesh,Prayagraj,211003,229,318,13
01-07-2025,Uttar Pradesh,Chandauli,232104,244,394,10
01-07-2025,Assam,Hailakandi,788165,75,26,16
01-07-2025,Maharashtra,Hingoli,431512,548,153,13
01-07-2025,Uttar Pradesh,Azamgarh,276304,118,299,12
01-07-2025,Uttar Pradesh,Maharajganj,273305,139,263,22
01-07-2025,Bihar,Gaya,823003,125,854,25
01-07-2025,Delhi,North East Delhi,110094,1826,1029,19
01-07-2025,Madhya Pradesh,Bhind,477557,333,178,23
01-07-2025,Maharashtra,Nashik,423212,251,134,18
01-07-2025,Mizoram,Lawngtlai,796891,240,59,31
01-07-2025,Gujarat,Morbi,363641,742,298,51
01-07-2025,West Bengal,Howrah,711101,149,200,12
01-07-2025,West Bengal,Kalimpong,734301,78,77,34
01-07-2025,Madhya Pradesh,Betul,460330,257,130,24
01-07-2025,Bihar,Munger,811213,241,445,13
01-07-2025,Sikkim,South Sikkim,737121,100,147,13
01-07-2025,Assam,Dhemaji,787034,71,40,44
01-07-2025,Uttar Pradesh,Budaun,243635,346,416,10
01-07-2025,Uttar Pradesh,Hardoi,241204,726,404,18
01-07-2025,Punjab,Ludhiana,141002,78,20,12
01-07-2025,Maharashtra,Mumbai Suburban,400088,189,81,11
01-07-2025,Maharashtra,Dhule,424305,158,126,15
01-07-2025,Uttar Pradesh,Barabanki,225306,167,100,12
01-07-2025,Gujarat,Banas Kantha,385001,517,378,47
01-07-2025,Maharashtra,Pune,411048,350,239,11
01-07-2025,Uttar Pradesh,Bahraich,271824,121,180,13
01-07-2025,Assam,Baksa,781344,41,21,11
01-07-2025,Gujarat,Chhotaudepur,391160,167,154,45
01-07-2025,Assam,Goalpara,783134,51,64,61
01-07-2025,Gujarat,Dohad,389154,119,415,32
01-07-2025,Assam,Cachar,788802,140,34,15
01-07-2025,Maharashtra,Pune,411045,158,49,18
01-07-2025,Haryana,Gurugram,122001,676,248,47
01-07-2025,Maharashtra,Pune,411014,280,114,17
01-07-2025,Meghalaya,West Khasi Hills,793120,155,602,324
